landmark_id,class_id
2573,1016
2577,1017
2581,1018
2586,1019
2587,1020
2588,1021
2590,1022
2593,1023
2594,1024
2596,1025
2602,1026
2604,1027
2607,1028
2608,1029
2609,1030
2615,1031
2616,1032
2617,1033
2618,1034
2623,1035
2626,1036
2627,1037
2632,1038
2635,1039
2636,1040
2638,1041
2639,1042
2640,1043
2645,1044
2646,1045
2649,1046
2650,1047
2651,1048
2652,1049
2653,1050
2660,1051
2661,1052
2663,1053
2671,1054
2672,1055
2685,1056
2686,1057
2693,1058
2695,1059
2696,1060
2697,1061
2700,1062
2702,1063
2705,1064
2711,1065
2714,1066
2717,1067
2723,1068
2724,1069
2725,1070
2726,1071
2727,1072
2729,1073
2730,1074
2733,1075
2734,1076
2735,1077
2737,1078
2743,1079
2747,1080
2748,1081
2749,1082
2752,1083
2754,1084
2755,1085
2760,1086
2762,1087
2765,1088
2770,1089
2771,1090
2772,1091
2776,1092
2777,1093
2779,1094
2780,1095
2781,1096
2783,1097
2784,1098
2785,1099
2791,1100
2794,1101
2795,1102
2797,1103
2800,1104
2801,1105
2806,1106
2812,1107
2815,1108
2816,1109
2820,1110
2821,1111
2823,1112
2825,1113
2827,1114
2829,1115
2835,1116
2837,1117
2838,1118
2839,1119
2840,1120
2841,1121
2843,1122
2844,1123
2846,1124
2848,1125
2849,1126
2851,1127
2853,1128
2854,1129
2856,1130
2857,1131
2859,1132
2864,1133
2865,1134
2871,1135
2872,1136
2874,1137
2878,1138
2880,1139
2884,1140
2886,1141
2887,1142
2889,1143
2890,1144
2891,1145
2892,1146
2896,1147
2902,1148
2904,1149
2906,1150
2908,1151
2910,1152
2911,1153
2915,1154
2917,1155
2918,1156
2928,1157
2930,1158
2932,1159
2934,1160
2935,1161
2936,1162
2937,1163
2938,1164
2940,1165
2941,1166
2949,1167
2952,1168
2955,1169
2957,1170
2963,1171
2967,1172
2969,1173
2970,1174
2972,1175
2973,1176
2974,1177
2978,1178
2979,1179
2981,1180
2984,1181
2985,1182
2990,1183
2992,1184
2993,1185
2995,1186
2999,1187
3003,1188
3005,1189
3013,1190
3015,1191
3018,1192
3019,1193
3021,1194
3025,1195
3027,1196
3029,1197
3032,1198
3034,1199
3035,1200
3036,1201
3037,1202
3039,1203
3043,1204
3045,1205
3046,1206
3049,1207
3050,1208
3051,1209
3053,1210
3054,1211
3057,1212
3059,1213
3060,1214
3067,1215
3074,1216
3077,1217
3079,1218
3081,1219
3083,1220
3085,1221
3087,1222
3092,1223
3094,1224
3096,1225
3097,1226
3098,1227
3099,1228
3103,1229
3108,1230
3109,1231
3115,1232
3116,1233
3120,1234
3123,1235
3125,1236
3126,1237
3127,1238
3129,1239
3130,1240
3131,1241
3133,1242
3135,1243
3140,1244
3144,1245
3147,1246
3151,1247
3155,1248
3157,1249
3160,1250
3165,1251
3166,1252
3167,1253
3175,1254
3178,1255
3181,1256
3184,1257
3185,1258
3190,1259
3191,1260
3192,1261
3193,1262
3194,1263
3198,1264
3204,1265
3206,1266
3213,1267
3215,1268
3221,1269
3223,1270
3225,1271
3226,1272
3228,1273
3232,1274
3234,1275
3236,1276
3238,1277
3240,1278
3247,1279
3249,1280
3253,1281
3254,1282
3263,1283
3264,1284
3267,1285
3268,1286
3270,1287
3272,1288
3287,1289
3291,1290
3295,1291
3297,1292
3298,1293
3299,1294
3304,1295
3305,1296
3306,1297
3307,1298
3308,1299
3311,1300
3319,1301
3322,1302
3323,1303
3327,1304
3329,1305
3330,1306
3331,1307
3332,1308
3335,1309
3337,1310
3339,1311
3340,1312
3343,1313
3344,1314
3349,1315
3350,1316
3351,1317
3352,1318
3353,1319
3355,1320
3357,1321
3359,1322
3366,1323
3370,1324
3372,1325
3374,1326
3375,1327
3376,1328
3380,1329
3381,1330
3385,1331
3387,1332
3388,1333
3389,1334
3390,1335
3391,1336
3392,1337
3395,1338
3401,1339
3404,1340
3405,1341
3406,1342
3407,1343
3409,1344
3410,1345
3415,1346
3416,1347
3418,1348
3423,1349
3425,1350
3426,1351
3427,1352
3429,1353
3430,1354
3435,1355
3440,1356
3441,1357
3442,1358
3443,1359
3444,1360
3445,1361
3447,1362
3448,1363
3449,1364
3451,1365
3452,1366
3455,1367
3457,1368
3458,1369
3460,1370
3463,1371
3464,1372
3465,1373
3466,1374
3469,1375
3477,1376
3479,1377
3483,1378
3485,1379
3493,1380
3494,1381
3495,1382
3497,1383
3498,1384
3502,1385
3503,1386
3509,1387
3518,1388
3521,1389
3526,1390
3529,1391
3531,1392
3532,1393
3533,1394
3534,1395
3537,1396
3540,1397
3541,1398
3543,1399
3544,1400
3548,1401
3550,1402
3552,1403
3553,1404
3559,1405
3561,1406
3562,1407
3563,1408
3567,1409
3569,1410
3571,1411
3572,1412
3573,1413
3574,1414
3576,1415
3577,1416
3578,1417
3580,1418
3582,1419
3583,1420
3584,1421
3585,1422
3588,1423
3592,1424
3593,1425
3595,1426
3596,1427
3597,1428
3599,1429
3601,1430
3603,1431
3604,1432
3616,1433
3618,1434
3619,1435
3621,1436
3622,1437
3624,1438
3629,1439
3633,1440
3636,1441
3638,1442
3639,1443
3640,1444
3644,1445
3645,1446
3655,1447
3656,1448
3657,1449
3658,1450
3660,1451
3662,1452
3663,1453
3665,1454
3668,1455
3670,1456
3676,1457
3677,1458
3680,1459
3681,1460
3683,1461
3690,1462
3691,1463
3695,1464
3697,1465
3701,1466
3705,1467
3706,1468
3709,1469
3711,1470
3712,1471
3715,1472
3716,1473
3717,1474
3724,1475
3727,1476
3729,1477
3732,1478
3734,1479
3736,1480
3739,1481
3741,1482
3743,1483
3746,1484
3747,1485
3749,1486
3750,1487
3751,1488
3753,1489
3754,1490
3755,1491
3756,1492
3757,1493
3758,1494
3759,1495
3763,1496
3765,1497
3767,1498
3768,1499
3772,1500
3773,1501
3778,1502
3779,1503
3782,1504
3790,1505
3793,1506
3794,1507
3795,1508
3797,1509
3800,1510
3802,1511
3803,1512
3809,1513
3811,1514
3812,1515
3813,1516
3825,1517
3826,1518
3831,1519
3834,1520
3835,1521
3840,1522
3850,1523
3851,1524
3856,1525
3858,1526
3859,1527
3860,1528
3862,1529
3864,1530
3867,1531
3868,1532
3870,1533
3874,1534
3875,1535
3876,1536
3877,1537
3881,1538
3884,1539
3885,1540
3887,1541
3892,1542
3893,1543
3894,1544
3896,1545
3898,1546
3904,1547
3905,1548
3911,1549
3912,1550
3915,1551
3916,1552
3920,1553
3922,1554
3923,1555
3924,1556
3927,1557
3928,1558
3931,1559
3939,1560
3944,1561
3945,1562
3946,1563
3951,1564
3952,1565
3955,1566
3957,1567
3958,1568
3961,1569
3964,1570
3965,1571
3967,1572
3972,1573
3974,1574
3976,1575
3981,1576
3982,1577
3987,1578
3988,1579
3989,1580
3991,1581
3993,1582
3996,1583
3997,1584
3998,1585
4002,1586
4005,1587
4009,1588
4011,1589
4012,1590
4014,1591
4015,1592
4020,1593
4023,1594
4027,1595
4030,1596
4031,1597
4033,1598
4034,1599
4035,1600
4036,1601
4037,1602
4038,1603
4041,1604
4044,1605
4046,1606
4053,1607
4054,1608
4056,1609
4058,1610
4064,1611
4066,1612
4067,1613
4071,1614
4072,1615
4073,1616
4079,1617
4081,1618
4082,1619
4085,1620
4087,1621
4088,1622
4090,1623
4091,1624
4095,1625
4098,1626
4100,1627
4103,1628
4107,1629
4109,1630
4114,1631
4116,1632
4117,1633
4119,1634
4122,1635
4125,1636
4130,1637
4132,1638
4137,1639
4138,1640
4139,1641
4140,1642
4143,1643
4145,1644
4147,1645
4149,1646
4150,1647
4152,1648
4153,1649
4156,1650
4159,1651
4163,1652
4166,1653
4167,1654
4168,1655
4169,1656
4170,1657
4171,1658
4173,1659
4174,1660
4177,1661
4178,1662
4180,1663
4181,1664
4182,1665
4183,1666
4185,1667
4187,1668
4189,1669
4191,1670
4195,1671
4197,1672
4198,1673
4200,1674
4203,1675
4206,1676
4207,1677
4210,1678
4211,1679
4212,1680
4214,1681
4221,1682
4224,1683
4225,1684
4226,1685
4228,1686
4233,1687
4236,1688
4238,1689
4239,1690
4244,1691
4247,1692
4249,1693
4253,1694
4256,1695
4257,1696
4259,1697
4261,1698
4264,1699
4265,1700
4269,1701
4271,1702
4272,1703
4273,1704
4275,1705
4277,1706
4279,1707
4280,1708
4283,1709
4287,1710
4290,1711
4293,1712
4294,1713
4297,1714
4303,1715
4304,1716
4305,1717
4306,1718
4318,1719
4321,1720
4322,1721
4323,1722
4324,1723
4326,1724
4327,1725
4329,1726
4335,1727
4338,1728
4341,1729
4342,1730
4345,1731
4346,1732
4347,1733
4348,1734
4350,1735
4357,1736
4359,1737
4362,1738
4366,1739
4367,1740
4368,1741
4369,1742
4375,1743
4376,1744
4377,1745
4379,1746
4385,1747
4387,1748
4390,1749
4391,1750
4392,1751
4393,1752
4394,1753
4395,1754
4399,1755
4402,1756
4403,1757
4406,1758
4407,1759
4408,1760
4410,1761
4411,1762
4412,1763
4414,1764
4417,1765
4418,1766
4419,1767
4421,1768
4423,1769
4424,1770
4428,1771
4433,1772
4434,1773
4435,1774
4440,1775
4442,1776
4445,1777
4450,1778
4451,1779
4455,1780
4458,1781
4461,1782
4464,1783
4465,1784
4466,1785
4468,1786
4469,1787
4473,1788
4475,1789
4477,1790
4478,1791
4479,1792
4485,1793
4486,1794
4487,1795
4490,1796
4495,1797
4496,1798
4504,1799
4509,1800
4511,1801
4512,1802
4513,1803
4514,1804
4515,1805
4516,1806
4518,1807
4519,1808
4520,1809
4522,1810
4526,1811
4527,1812
4529,1813
4531,1814
4534,1815
4536,1816
4537,1817
4539,1818
4542,1819
4543,1820
4544,1821
4546,1822
4548,1823
4549,1824
4550,1825
4553,1826
4557,1827
4563,1828
4564,1829
4565,1830
4569,1831
4570,1832
4571,1833
4572,1834
4574,1835
4575,1836
4577,1837
4579,1838
4580,1839
4582,1840
4583,1841
4585,1842
4587,1843
4588,1844
4590,1845
4591,1846
4592,1847
4595,1848
4596,1849
4598,1850
4599,1851
4600,1852
4602,1853
4604,1854
4607,1855
4613,1856
4617,1857
4619,1858
4623,1859
4633,1860
4637,1861
4639,1862
4641,1863
4644,1864
4646,1865
4648,1866
4650,1867
4652,1868
4654,1869
4658,1870
4660,1871
4662,1872
4668,1873
4675,1874
4680,1875
4681,1876
4692,1877
4694,1878
4695,1879
4696,1880
4698,1881
4699,1882
4700,1883
4703,1884
4705,1885
4706,1886
4707,1887
4708,1888
4709,1889
4712,1890
4723,1891
4724,1892
4725,1893
4726,1894
4727,1895
4728,1896
4732,1897
4733,1898
4736,1899
4737,1900
4743,1901
4745,1902
4750,1903
4753,1904
4754,1905
4755,1906
4756,1907
4763,1908
4764,1909
4765,1910
4770,1911
4778,1912
4780,1913
4782,1914
4786,1915
4787,1916
4790,1917
4792,1918
4798,1919
4799,1920
4802,1921
4805,1922
4807,1923
4808,1924
4809,1925
4810,1926
4813,1927
4819,1928
4820,1929
4822,1930
4827,1931
4833,1932
4836,1933
4839,1934
4845,1935
4846,1936
4848,1937
4849,1938
4850,1939
4856,1940
4857,1941
4859,1942
4862,1943
4863,1944
4864,1945
4865,1946
4866,1947
4871,1948
4873,1949
4874,1950
4877,1951
4878,1952
4880,1953
4881,1954
4882,1955
4886,1956
4888,1957
4892,1958
4893,1959
4895,1960
4896,1961
4897,1962
4898,1963
4899,1964
4902,1965
4903,1966
4904,1967
4905,1968
4910,1969
4911,1970
4913,1971
4914,1972
4916,1973
4919,1974
4922,1975
4923,1976
4924,1977
4926,1978
4928,1979
4934,1980
4935,1981
4941,1982
4942,1983
4945,1984
4949,1985
4952,1986
4961,1987
4962,1988
4963,1989
4966,1990
4967,1991
4969,1992
4970,1993
4972,1994
4973,1995
4982,1996
4985,1997
4987,1998
4989,1999
4991,2000
4992,2001
4993,2002
4994,2003
4995,2004
4998,2005
5002,2006
5004,2007
5006,2008
5009,2009
5012,2010
5013,2011
5014,2012
5016,2013
5023,2014
5024,2015
5035,2016
5038,2017
5041,2018
5043,2019
5046,2020
5048,2021
5050,2022
5053,2023
5055,2024
5056,2025
5057,2026
5058,2027
5059,2028
5060,2029
5062,2030
5063,2031
5064,2032
5066,2033
5067,2034
5068,2035
5069,2036
5074,2037
5079,2038
5080,2039
5081,2040
5083,2041
5087,2042
5088,2043
5089,2044
5090,2045
5091,2046
5096,2047
5099,2048
5100,2049
5101,2050
5102,2051
5105,2052
5106,2053
5108,2054
5110,2055
5111,2056
5112,2057
5113,2058
5115,2059
5116,2060
5120,2061
5127,2062
5129,2063
5131,2064
5135,2065
5136,2066
5138,2067
5139,2068
5140,2069
5142,2070
5144,2071
5151,2072
5152,2073
5155,2074
5156,2075
5158,2076
5162,2077
5165,2078
5169,2079
5170,2080
5171,2081
5172,2082
5173,2083
5178,2084
5180,2085
5181,2086
5182,2087
5185,2088
5188,2089
5190,2090
5191,2091
5192,2092
5194,2093
5203,2094
5204,2095
5205,2096
5206,2097
5207,2098
5208,2099
5209,2100
5210,2101
5214,2102
5218,2103
5219,2104
5220,2105
5231,2106
5232,2107
5239,2108
5240,2109
5241,2110
5244,2111
5246,2112
5251,2113
5255,2114
5256,2115
5257,2116
5261,2117
5262,2118
5263,2119
5264,2120
5265,2121
5266,2122
5267,2123
5268,2124
5271,2125
5276,2126
5277,2127
5279,2128
5284,2129
5286,2130
5288,2131
5290,2132
5292,2133
5293,2134
5297,2135
5298,2136
5299,2137
5300,2138
5304,2139
5305,2140
5308,2141
5310,2142
5311,2143
5312,2144
5314,2145
5315,2146
5316,2147
5318,2148
5321,2149
5328,2150
5329,2151
5330,2152
5333,2153
5336,2154
5341,2155
5347,2156
5349,2157
5350,2158
5352,2159
5354,2160
5367,2161
5368,2162
5373,2163
5374,2164
5377,2165
5386,2166
5387,2167
5388,2168
5389,2169
5392,2170
5393,2171
5395,2172
5399,2173
5401,2174
5404,2175
5405,2176
5409,2177
5413,2178
5415,2179
5419,2180
5421,2181
5427,2182
5430,2183
5435,2184
5437,2185
5442,2186
5447,2187
5453,2188
5454,2189
5456,2190
5458,2191
5459,2192
5468,2193
5469,2194
5471,2195
5472,2196
5475,2197
5476,2198
5477,2199
5478,2200
5483,2201
5485,2202
5488,2203
5491,2204
5499,2205
5500,2206
5501,2207
5510,2208
5513,2209
5515,2210
5522,2211
5523,2212
5527,2213
5529,2214
5533,2215
5534,2216
5535,2217
5536,2218
5537,2219
5538,2220
5540,2221
5541,2222
5542,2223
5543,2224
5547,2225
5548,2226
5554,2227
5556,2228
5558,2229
5559,2230
5561,2231
5564,2232
5566,2233
5567,2234
5569,2235
5571,2236
5573,2237
5574,2238
5577,2239
5578,2240
5579,2241
5580,2242
5586,2243
5590,2244
5593,2245
5597,2246
5598,2247
5599,2248
5605,2249
5609,2250
5610,2251
5611,2252
5618,2253
5620,2254
5623,2255
5627,2256
5628,2257
5630,2258
5633,2259
5642,2260
5643,2261
5644,2262
5646,2263
5651,2264
5657,2265
5659,2266
5664,2267
5670,2268
5673,2269
5674,2270
5676,2271
5677,2272
5678,2273
5679,2274
5683,2275
5685,2276
5686,2277
5687,2278
5689,2279
5691,2280
5705,2281
5707,2282
5709,2283
5715,2284
5716,2285
5719,2286
5720,2287
5721,2288
5722,2289
5723,2290
5724,2291
5728,2292
5729,2293
5732,2294
5734,2295
5738,2296
5740,2297
5741,2298
5743,2299
5744,2300
5746,2301
5747,2302
5749,2303
5750,2304
5753,2305
5760,2306
5761,2307
5763,2308
5765,2309
5766,2310
5767,2311
5768,2312
5769,2313
5772,2314
5773,2315
5774,2316
5778,2317
5779,2318
5780,2319
5781,2320
5783,2321
5785,2322
5786,2323
5787,2324
5789,2325
5791,2326
5795,2327
5797,2328
5798,2329
5799,2330
5802,2331
5803,2332
5807,2333
5808,2334
5809,2335
5810,2336
5812,2337
5813,2338
5814,2339
5817,2340
5819,2341
5821,2342
5822,2343
5825,2344
5829,2345
5830,2346
5833,2347
5834,2348
5836,2349
5839,2350
5840,2351
5841,2352
5843,2353
5844,2354
5845,2355
5847,2356
5849,2357
5852,2358
5859,2359
5860,2360
5863,2361
5866,2362
5867,2363
5869,2364
5873,2365
5875,2366
5880,2367
5882,2368
5888,2369
5889,2370
5890,2371
5900,2372
5906,2373
5907,2374
5912,2375
5916,2376
5917,2377
5918,2378
5927,2379
5930,2380
5935,2381
5936,2382
5937,2383
5940,2384
5942,2385
5946,2386
5947,2387
5950,2388
5951,2389
5953,2390
5956,2391
5962,2392
5967,2393
5969,2394
5970,2395
5973,2396
5974,2397
5976,2398
5978,2399
5980,2400
5981,2401
5982,2402
5986,2403
5988,2404
5989,2405
5993,2406
5996,2407
5997,2408
5998,2409
5999,2410
6001,2411
6002,2412
6003,2413
6004,2414
6005,2415
6006,2416
6008,2417
6010,2418
6011,2419
6018,2420
6020,2421
6022,2422
6024,2423
6026,2424
6030,2425
6033,2426
6035,2427
6036,2428
6038,2429
6040,2430
6042,2431
6045,2432
6048,2433
6049,2434
6050,2435
6054,2436
6057,2437
6059,2438
6060,2439
6061,2440
6062,2441
6063,2442
6068,2443
6071,2444
6072,2445
6073,2446
6074,2447
6075,2448
6076,2449
6077,2450
6078,2451
6079,2452
6081,2453
6082,2454
6083,2455
6085,2456
6090,2457
6093,2458
6097,2459
6098,2460
6100,2461
6103,2462
6104,2463
6107,2464
6108,2465
6110,2466
6111,2467
6112,2468
6113,2469
6120,2470
6121,2471
6124,2472
6130,2473
6131,2474
6132,2475
6134,2476
6136,2477
6137,2478
6138,2479
6139,2480
6140,2481
6141,2482
6142,2483
6145,2484
6146,2485
6147,2486
6149,2487
6151,2488
6152,2489
6154,2490
6155,2491
6160,2492
6165,2493
6170,2494
6171,2495
6173,2496
6174,2497
6178,2498
6182,2499
6183,2500
6184,2501
6186,2502
6187,2503
6190,2504
6197,2505
6201,2506
6202,2507
6203,2508
6205,2509
6206,2510
6208,2511
6210,2512
6211,2513
6217,2514
6218,2515
6220,2516
6222,2517
6223,2518
6224,2519
6225,2520
6228,2521
6234,2522
6236,2523
6238,2524
6239,2525
6240,2526
6241,2527
6243,2528
6244,2529
6245,2530
6246,2531
6250,2532
6253,2533
6254,2534
6257,2535
6258,2536
6263,2537
6265,2538
6266,2539
6267,2540
6269,2541
6272,2542
6276,2543
6278,2544
6279,2545
6281,2546
6285,2547
6286,2548
6291,2549
6292,2550
6295,2551
6298,2552
6300,2553
6301,2554
6303,2555
6306,2556
6307,2557
6310,2558
6313,2559
6314,2560
